StayingPower,DetectedMissiles,RETREAT,DETOUR
3.864990653476469,0.004903247782580782,0.5729034105525567,0.4270965894474432
3.807362488209272,0.019366414585243744,0.5729034105525567,0.4270965894474432
3.8580948472932874,0.01417776368018836,0.5729034105525567,0.4270965894474432
3.8842355758929044,0.0698259803431443,0.5729034105525567,0.4270965894474432
3.482331902040167,0.06132151566549083,0.6896997704446071,0.31030022955539294
3.0010561641932583,0.005858041165152854,0.7117836288982207,0.28821637110177933
3.454150996396793,0.01913196625138778,0.6896997704446071,0.31030022955539294
3.0059441778431815,0.07337652696478342,0.7117836288982207,0.28821637110177933
3.446049904057339,0.06228029648833311,0.6896997704446071,0.31030022955539294
2.9850007720069893,0.0025915509907234032,0.7117836288982207,0.28821637110177933
3.4700973298351174,0.08910412338878804,0.6896997704446071,0.31030022955539294
2.99906641572077,0.009710911896236197,0.7117836288982207,0.28821637110177933
3.443809834228775,0.03683219114871451,0.6896997704446071,0.31030022955539294
2.991169836057937,0.06345461963683387,0.7117836288982207,0.28821637110177933
3.4630847302918415,0.044012935599354756,0.6896997704446071,0.31030022955539294
2.9972848402090713,0.08066727860373785,0.7117836288982207,0.28821637110177933
3.463188891795759,0.07478581398232328,0.6896997704446071,0.31030022955539294
3.01333309631585,0.04856572045544093,0.7117836288982207,0.28821637110177933
3.476398890850611,0.09929856324207584,0.6896997704446071,0.31030022955539294
3.071749776482533,0.06064508709148588,0.7117836288982207,0.28821637110177933
3.4858603459409676,0.03940227364439483,0.6896997704446071,0.31030022955539294
3.0505787661205965,0.06016764570597407,0.7117836288982207,0.28821637110177933
3.4041296211898064,0.09086646174924905,0.6896997704446071,0.31030022955539294
3.78716192488406,0.09727660419668381,0.5808327393744155,0.4191672606255844
3.0200537399245975,0.06849860553125782,0.7117836288982207,0.28821637110177933
3.476482227678858,0.08819431213393894,0.6896997704446071,0.31030022955539294
3.860735109969655,0.009667366490051734,0.5808327393744155,0.4191672606255844
3.027780789648786,0.020597601853703296,0.7117836288982207,0.28821637110177933
3.6198708571542544,0.04254005396217544,0.6498922309210686,0.3501077690789315
3.4189053436585586,0.08950927418757837,0.6896997704446071,0.31030022955539294
3.067579458368313,0.00623648579635567,0.7117836288982207,0.28821637110177933
