UnconqueredIslands,StayingPower,DetectedEnemies,CONQUER,PROTECTION,ATTACK
5.042973961710213,5.094144018958102,0.039107015015921766,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.0989340844351165,5.001105777972411,0.08805823438439417,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.074324729637979,5.062668794265612,9.327221966522199E-4,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.022838841630889,5.017138617929443,0.02650661526664958,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.064677865684214,5.050809344305879,0.068236414658926,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.042253627105604,5.09535022391732,0.08020907454877742,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.0500333564295,5.0321526566421175,0.006931518195818147,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.088977711599814,5.020505911514436,0.09538771487021368,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.085681939989707,5.031937288047393,0.02898435473237616,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.062962564460774,5.053331092535805,0.09380378249958544,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.092151974168251,5.069765225359532,0.011014050989379163,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.0956025899467585,5.0317027765359885,0.0266104064757992,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.035658486534864,5.076619597244701,0.09563875902454434,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.029541966918572,5.000835181033208,0.0694787497743061,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.021635551542302,5.084924062699135,0.08000527766717097,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.083776101776065,5.034451411889493,0.09492593705400193,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.012768098654522,5.075365405213263,0.02186440933273022,0.5545926581630657,0.2227036709184671,0.2227036709184671
5.095181788836858,5.043869998840844,0.08530774965942771,0.5545926581630657,0.2227036709184671,0.2227036709184671
4.0259567564365755,5.007291016493149,0.09950649712219779,0.3607165863575349,0.2545431147795534,0.3847402988629116
4.079062906694898,5.077344905023297,0.06489881746835721,0.3607165863575349,0.2545431147795534,0.3847402988629116
3.0120407455429787,5.085480203510318,0.04166656039642461,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.0593447007650285,5.041036027943218,0.06420486317896691,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.026750988294208,5.04443981441263,0.009488760487667999,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.0916111841521112,5.008166660080254,0.08663735863583541,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.090556609609729,5.073600171511034,0.09105985848363901,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.046254413016386,5.071639222471901,0.07429952170434286,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.024691517806817,5.093154136821272,0.02050629995568327,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.0679897765943647,5.021285546866593,0.022092084932128424,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.017921074265641,5.047815981063835,0.08242482122554722,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.0647284381972075,5.096080789785305,0.0742276436175416,0.2227036709184671,0.2227036709184671,0.5545926581630657
2.063973746930041,5.080872406063988,0.0454971135362931,0.2548793729674098,0.2548793729674098,0.49024125406518043
2.0319339731988983,5.055732755771489,0.028260228812000715,0.2548793729674098,0.2548793729674098,0.49024125406518043
2.0220203907331094,5.004071597265121,0.08122806742303458,0.2548793729674098,0.2548793729674098,0.49024125406518043
2.0890798625775813,5.025429992718036,0.05146149195653347,0.2548793729674098,0.2548793729674098,0.49024125406518043
2.0973360545889457,5.046243492877592,0.013872249400738551,0.2548793729674098,0.2548793729674098,0.49024125406518043
3.05298665561139,5.000713567055119,0.06414196949251585,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.016561035593762,5.0689144597775195,0.09020292605185955,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.028261679612155,4.642586505394232,2.0355151550586843,0.29282722533474687,0.29282722533474687,0.4143455493305062
3.0386413707614675,5.049148401411649,0.042796016181400845,0.2227036709184671,0.2227036709184671,0.5545926581630657
3.0682848094746995,5.069055227014579,0.05473543616922078,0.2227036709184671,0.2227036709184671,0.5545926581630657
4.010241638158386,5.035045629250752,0.0032674413696281847,0.3607165863575349,0.2545431147795534,0.3847402988629116
4.06688563635368,5.040039170252808,2.574567545706563E-4,0.3607165863575349,0.2545431147795534,0.3847402988629116
4.044560700064058,4.2321316391084505,1.0775426666117736,0.3624267178636498,0.2557498854596731,0.3818233966766771
4.096094207769247,4.6092822230755734,0.08594923585812216,0.3607165863575349,0.2545431147795534,0.3847402988629116
4.047735955881265,5.085574388463117,0.06885175506441743,0.3607165863575349,0.2545431147795534,0.3847402988629116
3.0684664324309936,5.036682705112904,1.0855574438603368,0.2679179486683441,0.2679179486683441,0.4641641026633119
3.073605248122199,5.061035127436986,0.08025332244119149,0.2244603313762741,0.2244603313762741,0.5510793372474518
3.0777485259667143,4.590612035934788,0.056482905728610346,0.25634665983192584,0.25634665983192584,0.4873066803361484
4.04100067370561,5.0801868365617775,1.037778718685912,0.3607165863575349,0.2545431147795534,0.3847402988629116
3.0107570393902323,3.8376372695147216,1.0371962355482287,0.27658939232084945,0.4036810525616215,0.3197295551175292
4.036382487053275,4.67385671745115,2.0649174332619173,0.3032467385095164,0.28851269677593616,0.4082405647145473
