DetectedEnemies,StayingPower,TRACK,SEARCH
0.01791501342828088,5.0994220100133925,0.27261067316946214,0.7273893268305378
0.03710797056551813,5.078140995209314,0.27261067316946214,0.7273893268305378
0.01965534100274159,5.038615761636923,0.27261067316946214,0.7273893268305378
0.026809448934850807,5.069049376395742,0.27261067316946214,0.7273893268305378
0.015072084657825767,5.012260414575721,0.27261067316946214,0.7273893268305378
0.04506487317102271,5.0157045841260235,0.27261067316946214,0.7273893268305378
0.018796763785429528,5.042964598962105,0.27261067316946214,0.7273893268305378
0.02891000474295064,5.023648082254235,0.27261067316946214,0.7273893268305378
0.04542994711216225,5.023386762835521,0.27261067316946214,0.7273893268305378
0.06807586628703571,5.048645156146745,0.27261067316946214,0.7273893268305378
0.03498977594956475,5.07563282175269,0.27261067316946214,0.7273893268305378
0.008945551477285589,5.0936631509482675,0.27261067316946214,0.7273893268305378
0.05906296599709287,5.047846150582385,0.27261067316946214,0.7273893268305378
0.09317792983907558,5.030669100231485,0.27261067316946214,0.7273893268305378
0.05130765657795323,5.00814148407397,0.27261067316946214,0.7273893268305378
1.0370347712812262,5.084517912747681,0.36701077375589386,0.6329892262441061
0.08764748693004352,5.024114573606721,0.27261067316946214,0.7273893268305378
0.08052056489479226,5.019985885192349,0.27261067316946214,0.7273893268305378
0.05545017408665428,5.029674201171232,0.27261067316946214,0.7273893268305378
2.0982051993882402,4.641972050287175,0.5606828755870645,0.43931712441293536
0.06014854818830654,5.039686856543874,0.27261067316946214,0.7273893268305378
0.01406097229385809,5.064460254605115,0.27261067316946214,0.7273893268305378
0.05565787296812133,5.05831581510791,0.27261067316946214,0.7273893268305378
0.024765316192634182,5.0681806539316625,0.27261067316946214,0.7273893268305378
1.0570557610220572,4.229049985460891,0.38561022449913634,0.6143897755008636
0.09245347647285244,4.597219331623674,0.3297563634749082,0.6702436365250918
0.045987517026691474,5.026674668468386,0.27261067316946214,0.7273893268305378
1.0091056848757072,5.082550850709049,0.36701077375589386,0.6329892262441061
0.06901086624607516,5.0591292668205625,0.27545999736992777,0.7245400026300722
0.009211314396706754,4.62155044518301,0.3297563634749082,0.6702436365250918
1.0730247612836645,5.042069240072601,0.36701077375589386,0.6329892262441061
2.070116656394895,4.662064381064621,0.5606828755870645,0.43931712441293536
0.06998620447348733,5.044052278433347,0.27545999736992777,0.7245400026300722
