UnconqueredIslands,PrincipalEigenVal,CLOSEST,RANDOM
5.084346631618789,4.096801717871144,0.31223726339757324,0.6877627366024268
5.02468969381904,4.0400122732702535,0.31223726339757324,0.6877627366024268
5.034077177962952,4.030783630068855,0.31223726339757324,0.6877627366024268
5.0546722197602785,4.0389740572738955,0.31223726339757324,0.6877627366024268
5.019875278777057,4.077783416675637,0.31223726339757324,0.6877627366024268
5.059571941314969,4.0024437138393285,0.31223726339757324,0.6877627366024268
5.065547103920804,4.072564807366893,0.31223726339757324,0.6877627366024268
5.05966261822578,4.00433892669945,0.31223726339757324,0.6877627366024268
5.022451456214848,4.005059927466989,0.31223726339757324,0.6877627366024268
5.090202397153479,4.060349087225001,0.31223726339757324,0.6877627366024268
5.044043209679207,4.099573361239851,0.31223726339757324,0.6877627366024268
5.020522390881628,4.000350119888816,0.31223726339757324,0.6877627366024268
5.034137453805354,4.096355288238704,0.31223726339757324,0.6877627366024268
5.016262472764596,4.00972196205042,0.31223726339757324,0.6877627366024268
5.023747063119325,4.0866750324932175,0.31223726339757324,0.6877627366024268
5.079958498609735,4.059340209067354,0.31223726339757324,0.6877627366024268
5.0300359762940205,4.046393369692087,0.31223726339757324,0.6877627366024268
5.009418781502256,4.033234347759223,0.31223726339757324,0.6877627366024268
4.063546506451422,3.0204586051189266,0.535996201129996,0.4640037988700039
5.0544900229181335,4.052125970878293,0.31223726339757324,0.6877627366024268
5.019535053972982,4.001313294778514,0.31223726339757324,0.6877627366024268
5.053243398425931,4.073939197966744,0.31223726339757324,0.6877627366024268
2.0316245814931575,1.0283401520786377,0.4808799918145012,0.5191200081854989
3.063398663209088,2.000380181713124,0.711370013354725,0.2886299866452749
3.0368462336924544,2.054747491089533,0.711370013354725,0.2886299866452749
4.028363668321189,3.0621625755039403,0.535996201129996,0.4640037988700039
4.045975593923493,3.0428112720709937,0.535996201129996,0.4640037988700039
3.0346939456052033,2.01532969259526,0.711370013354725,0.2886299866452749
4.084602387629084,3.000234169465039,0.535996201129996,0.4640037988700039
3.008516682648506,2.003307679825134,0.711370013354725,0.2886299866452749
4.060665512363802,3.045596826084246,0.535996201129996,0.4640037988700039
4.0317450523276195,3.08825344956821,0.535996201129996,0.4640037988700039
5.085100410108004,4.094952548653659,0.3096745669182979,0.690325433081702
5.099759126442032,4.096883246852499,0.3096745669182979,0.690325433081702
5.070337507983581,4.044750308701242,0.3096745669182979,0.690325433081702
5.038070766483828,4.052659204152515,0.3096745669182979,0.690325433081702
5.078103801970384,4.02705111566903,0.3096745669182979,0.690325433081702
5.059335995672927,4.0579399910351395,0.3096745669182979,0.690325433081702
5.025736817700131,4.096590207167013,0.3096745669182979,0.690325433081702
5.05992304617964,4.040056661421681,0.3096745669182979,0.690325433081702
5.035001312865634,4.032063040788726,0.3096745669182979,0.690325433081702
5.084903339235728,4.052387079539695,0.3096745669182979,0.690325433081702
5.0713103101967585,4.050700002105179,0.3096745669182979,0.690325433081702
5.041891686121111,4.089751123879919,0.3096745669182979,0.690325433081702
5.084235607047028,4.00607423745396,0.3096745669182979,0.690325433081702
4.098219600259476,3.086753727052984,0.5,0.5
4.045517354051733,3.028498154903307,0.5,0.5
4.0772211003151995,3.0340080278032127,0.5,0.5
4.028978469889714,3.033466838787356,0.5,0.5
